sample_name_rep,"patient-derived cfDNA, %"
Her2_dilution_000_1,0.6274635558393469
Her2_dilution_010_1,9.39167241378039
Her2_dilution_100_1,100
Her2_dilution_020_1,49.04847347237581
Her2_dilution_004_1,10.494765768153155
Her2_dilution_050_1,55.43693851241868
